ITEM_20150317_000001	
ITEM_20150317_000414	재장전이 약간 편리한 무기입니다.	
ITEM_20150317_000415	쿼렐보우	
ITEM_20150317_000416	쿼렐슈터 마스터는 이것으로 입문자들을 지도합니다.	
ITEM_20150317_000417	오크 크로스보우	
ITEM_20150317_000418	식물재앙후 좋은 나무를 구하기 어려워졌지만, 아직 제작이 어렵지는 않습니다.	
ITEM_20150317_000419	씰 크로스보우	
ITEM_20150317_000420	몬스터의 뼈는 가끔 저주가 발현되기 때문에 봉인을 붙여둡니다.	
ITEM_20150317_000421	캐타펄트	
ITEM_20150317_000422	공성병기를 개인이 활용할 방법을 연구해온 역사는 오래됩니다. 그리고 그 성과는 이 무기에 나타나고 있습니다.	
ITEM_20150317_000423	크래인퀸	
ITEM_20150317_000424	장치의 도움을 받기에 초보자는 도움을 얻을 수 있고, 숙련자는 위력을 증가시킬 수 있습니다.	
ITEM_20150317_000425	조악한 오크 크로스보우	
ITEM_20150317_000426	조악한 씰 크로스보우	
ITEM_20150317_000427	스나이퍼 크로스보우	
ITEM_20150317_000428	암살자 에보니폰이 자주 사용하여 악명이 높지만, 장점도 많은 무기입니다.	
ITEM_20150317_000429	라이트 크로스보우	
ITEM_20150317_000430	헤비 라이트 크로스보우	
ITEM_20150317_000431	크로스보우	
ITEM_20150317_000432	헤비 도큐	
ITEM_20150317_000433	헤비 쿼렐보우	
ITEM_20150317_000434	헤비 오크 크로스보우	
ITEM_20150317_000435	던켈 쿼렐보우	
ITEM_20150317_000436	던켈 크래인퀸	
ITEM_20150317_000437	던켈 크로스보우	
ITEM_20150317_000438	던켈 도큐	
ITEM_20150317_000439	던켈 오크 크로스보우	
ITEM_20150317_000440	아바레스트	
ITEM_20150317_000441	페디미안 터렛	
ITEM_20150317_000442	뷸렛 슈터	
ITEM_20150317_000443	블랙 팁 보우	
ITEM_20150317_000444	스파이크 크로스보우	
ITEM_20150317_000445	윈드래스	
ITEM_20150317_000446	헤비 크로스보우	
ITEM_20150317_000447	약간 무겁긴 하지만 활 자체의 걸린 마법이 도움이 될 것입니다.	
ITEM_20150317_000448	와이드 크로스보우	
ITEM_20150317_000449	겨냥이 좋다면 치명적 피해를 입히곤 하는 좋은 쇠뇌입니다.	
ITEM_20150317_000450	그랜드 크로스	
ITEM_20150317_000451	단점이 별로 없는 좋은 성능의 활로 궁수들에게 인기가 높습니다.	
ITEM_20150317_000452	케미니스 크로스보우	
ITEM_20150317_000453	연금술을 기반으로 제조되는 무기는 식물재앙 이후에 수요가 많아졋습니다.	
ITEM_20150317_000454	메디나 크로스보우	
ITEM_20150317_000455	방비를 잘 갖춘 적을 노리는 특수한 목적에 부합되로독 만들어졌습니다.	
ITEM_20150317_000456	레지나 크로스보우	
ITEM_20150317_000457	쇠뇌의 제왕이라 할 수는 없지만 여왕 정도라면 인정해줄 정도의 성능입니다.	
ITEM_20150317_000458	체이서	
ITEM_20150317_000459	풍향이나 시야 등이 좋지 않은 곳에서 활동하는 궁수들이 사용하곤 합니다.	
ITEM_20150317_000460	임페르니 크로스보우	
ITEM_20150317_000461	블랙마켓 장비들이 유지비가 많이 드는 것은 계획적인 의도 때문이라는 소문이 있습니다.	
ITEM_20150317_000462	그레이브 크로스보우	
ITEM_20150317_000463	상대를 확실히 영원히 잠재울 의도라면 이 쇠뇌를 추천합니다.	
ITEM_20150317_000464	스미스 크로스보우	
ITEM_20150317_000465	매번 당길 때마다 이번에는 얼마나 적에게 피해를 줄지 기대해야 이루어집니다.	
ITEM_20150317_000466	클라비스 크로스보우	
ITEM_20150317_000467	이 무기의 참된 가치를 드러내는 첫 사람이 되길 바랍니다.	
ITEM_20150317_000468	트레시 크로스보우	ITEM_20150317_000385	트레시 보우	
ITEM_20150317_000469	세스타스 크로스보우	
ITEM_20150317_000470	드라트 크로스보우	
ITEM_20150317_000471	아스턴 크로스보우	
ITEM_20150317_000472	데비 크로스보우	
ITEM_20150317_000473	프리마 크로스보우	
ITEM_20150317_000474	슈팅스타	
ITEM_20150317_000475	예전에는 별의 탑의 수련과정을 마친 궁수들만이 사용할 수 있었습니다. 	
ITEM_20150317_000476	카틴 블라스터	
ITEM_20150317_000477	식물재앙후 레인저 마스터가 카틴 숲의 몬스터들을 연구하여 그들에게 효과적인 무기를 창안했습니다. 다만 아무나 사용하지 못하게 권고하고 있습니다.	
ITEM_20150317_000478	그라주스	
ITEM_20150317_000479	한손쇠뇌로도 큰 몬스터를 사냥할 수 있을까요? 여기에 그 대답이 있습니다.	
ITEM_20150317_000480	데스위버 크로스보우	
ITEM_20150317_000481	데스위버가 쓰던 무기는 아닙니다. 어느 불쌍한 희생자가 원주인이리라 봅니다.	
ITEM_20150317_000482	채퍼리션 슈터	
ITEM_20150317_000483	야수들에게 따금한 맛을 보여줄 준비는 이 활로 충분합니다.	
ITEM_20150317_000484	이스발리티	
ITEM_20150317_000485	역사상 최고의 명궁이었던 리디아 샤펜은 마족을 사냥함에도 주저하지 않았습니다. 다만 샤펜스타는 이 제작서를 외부에 공개하지 않기 때문에 획득하기 어렵습니다. 	
ITEM_20150317_000486	모르토	
ITEM_20150317_000487	에보니폰이 피오나 이에바의 추적에 걸려 무기마저 버리고 달아난 후, 이 제작서가 유포됩니다. 다만 철없는 사람들이이것을 믿고 몬스터에게 덤비다 많이 희생당하기도 했습니다.	
ITEM_20150317_000488	없음_weapon_Mace	
ITEM_20150317_000489	조악한 우든 클럽	
ITEM_20150317_000490	한손둔기[타격]	
ITEM_20150317_000491	누구라도 사용하는데 지장이 없는 단순한 무기입니다.	
ITEM_20150317_000492	우든 클럽	
ITEM_20150317_000493	평범한 나무도 사제가 들면 성물이 될 수도 있습니다.	
ITEM_20150317_000494	던켈 아이언 클럽	
ITEM_20150317_000495	여신의 징계를 대행하려면 이 정도 장비는 필요합니다.	
ITEM_20150317_000496	로우 메이스	
ITEM_20150317_000497	이 정도는 들어야 수습사제는 벗어났다는 증표가 됩니다.	
ITEM_20150317_000498	모닝스타	
ITEM_20150317_000499	사제들 사이에서는 회개의 철퇴라고도 불립니다.	
ITEM_20150317_000500	맬릿	
ITEM_20150317_000501	노련한 사제들은 끝부분의 장식을 다양한 방식으로 이용해 공격합니다.	
ITEM_20150317_000502	고덴닥	
ITEM_20150317_000503	이것을 잘 다루는 사제를 만나면 사제들이 무기에 미숙하다는 말을 하지 못할 것입니다.	
ITEM_20150317_000504	워픽	
ITEM_20150317_000505	둔기가 방어구를 뚫기 어렵다고요? 예외도 있기 마련입니다.	
ITEM_20150317_000506	마울	
ITEM_20150317_000507	끝없이 육신을 단련한 자만이 이 무기의 무게를 감당합니다.	
ITEM_20150317_000508	배틀 해머	
ITEM_20150317_000509	몬스터의 출현 이후 둔기의 외형에도 많은 변화가 나타나기 시작했습니다.	
ITEM_20150317_000510	조악한 고덴닥	
ITEM_20150317_000511	조악한 워픽	
ITEM_20150317_000512	병사의 클럽	
ITEM_20150317_000513	채플린의 공식 병기지만, 정작 종군사제들은 잘 사용하지 않습니다.	
ITEM_20150317_000514	촌장의 아이언 클럽	
ITEM_20150317_000515	무기가 아니라 도구로 사용한 흔적이 있습니다.	
ITEM_20150317_000516	조악한 메이스	
ITEM_20150317_000517	차칸	
ITEM_20150317_000518	본래는 여러 개의 둔기를 합쳐 하나의 중병기를 만드려는 단순한 의도였습니다.	
ITEM_20150317_000519	헤비 우든 클럽	
ITEM_20150317_000520	아이언 클럽	
ITEM_20150317_000521	헤비 아이언 클럽	
ITEM_20150317_000522	메이스	
ITEM_20150317_000523	헤비 모닝스타	
ITEM_20150317_000524	헤비 마울	
ITEM_20150317_000525	헤비 고덴닥	
ITEM_20150317_000526	던켈 마울	
ITEM_20150317_000527	던켈 배틀 해머	
ITEM_20150317_000528	던켈 메이스	
ITEM_20150317_000529	던켈 모닝스타	
ITEM_20150317_000530	던켈 고덴닥	
ITEM_20150317_000531	베틀 마울	
ITEM_20150317_000532	페디미안 클럽	
ITEM_20150317_000533	룬 메이스	
ITEM_20150317_000534	스파이크 클럽	
ITEM_20150317_000535	스티루스 해머	
ITEM_20150317_000536	워 해머	
ITEM_20150317_000537	슬래지 해머	
ITEM_20150317_000538	파이브 해머	
ITEM_20150317_000539	어디서 본 듯한 명칭의 둔기라고 생각된다면, 그것은 기분 탓 일겁니다. 이 둔기는 철저히 수학적인 설계에 기반해 만들어졌습니다.	
ITEM_20150317_000540	스파이크 메이스	
ITEM_20150317_000541	한손둔기[찌르기]	
ITEM_20150317_000542	둔기는 타격 피해를 입힙니다. 하지만 예외는 어디나 있습니다.	
ITEM_20150317_000543	실드 브레이커	
ITEM_20150317_000544	타격의 궁극은 아무래도 적의 방어구와 방패를 부수는 일입니다. 한번 시험해 보십시오.	
ITEM_20150317_000545	스컬 크래셔	
ITEM_20150317_000546	성직자도 살계를 열 때가 있습니다. 이것을 든 성직자 앞에서는 더욱 겸손할 필요가 있습니다.	
ITEM_20150317_000547	케미니스 마울	
ITEM_20150317_000548	연금술로 만든 무기 중에 가장 부실하다고 합니다. 단단하지 않은 망치라니..	
ITEM_20150317_000549	마우로스 클럽	
ITEM_20150317_000550	왕국의 건국 초기 양식의 둔기입니다. 지금은 구하기 어려운 편입니다.	
ITEM_20150317_000551	발타스 모닝스타	
ITEM_20150317_000552	성직자들이 마족을 상대하려면 이 둔기가 기본적인 무기입니다.	
ITEM_20150317_000553	임페르니 메이스	
ITEM_20150317_000554	예전에는 파드너들에 한해서 저렴하게 구할 수 있었으나, 식물재앙 이후 그런 시절은 멀리 지나갔습니다.	
ITEM_20150317_000555	선쿠스 마울	
ITEM_20150317_000556	처음에 이 무기를 창안한 사람들은 몽크들입니다. 지금은 다양한 성직자들이 이용합니다.	
ITEM_20150317_000557	마이너 해머	
ITEM_20150317_000558	적절히 가공한다면 작업 도구도 무기가 될 수 있습니다. 깊은 광산에서 무기와 도구를 모두 휴대할 필요는 없습니다.	
ITEM_20150317_000559	아라스의 아이언 클럽	
ITEM_20150317_000560	간단히 마법을 붙이는 무기로 사제나 마법사, 알케미스트 심지어 노련한 대장장이들도 제조 가능합니다.	
ITEM_20150317_000561	스미스 메이스	
ITEM_20150317_000562	이 무기의 위력은 사용자의 능력이나 신앙심과는 무관합니다.	
ITEM_20150317_000563	클라비스 메이스	
ITEM_20150317_000564	역사적으로 이 무기를 사용했던 위인이 없다는 사실에 실망하지 마십시오. 당신이 처음일 수 있습니다.	
ITEM_20150317_000565	디오 메이스	
ITEM_20150317_000566	트레시 메이스	
ITEM_20150317_000567	세스타스 메이스	
ITEM_20150317_000568	드라트 메이스	
ITEM_20150317_000569	아스턴 메이스	
ITEM_20150317_000570	데비 메이스	
ITEM_20150317_000571	프리마 메이스	
ITEM_20150317_000572	홀리 스매셔	
ITEM_20150317_000573	사제들은 신성력에 대해 다들 자부심이 있다고 생각하기에, 정작 이 무기의 제작서는 엉뚱한 곳에서 발견되곤 합니다.	
ITEM_20150317_000574	칼루 해머	
ITEM_20150317_000575	식물재앙 이후 새로운 몬스터의 출현으로 새로운 무기제작의 가능성도 함께 열렸습니다. 불행중 다행이라 하겠습니다.	
ITEM_20150317_000576	드레이크 테일	
ITEM_20150317_000577	이 무기의 창안자는 왕국의 건국기에서도 훨씬 이전 시대의 사람이라고 전합니다. 아직까지 제작의 비법이 전해지는 것이 대단한 일입니다.	
ITEM_20150317_000578	로얄 메이스	
ITEM_20150317_000579	원래는 왕실의 인가를 얻은 사제만이 제조하여 지닐 수 있는 장비였으나 식물재앙 이후 그런 제약은 유명무실해졌습니다.	
ITEM_20150317_000580	부베 모닝스타	
ITEM_20150317_000581	 - 공격 시 3% 확률로 적에게 3초간 스턴	
ITEM_20150317_000582	가끔은 부베들도 괜찮은 무기를 지니고 다닙니다. 	
ITEM_20150317_000583	데스위버 클럽	
ITEM_20150317_000584	데스위버의 죽음의 재료가 된 원주인의 최후에 묵념을	
ITEM_20150317_000585	채퍼리션 메이스	
ITEM_20150317_000586	어떤 변이 몬스터든 이 무기가 뚜렷한 효과를 보입니다.	
ITEM_20150317_000587	스터너	
ITEM_20150317_000588	어떤 사제들은 설교가 아닌 다른 방식으로 상대를 멍하게 만듭니다. 	
ITEM_20150317_000589	발리아	
ITEM_20150317_000590	제작과정에서 여신의 신성력을 깃들게 합니다. 상급 마족들은 보기만해도 이것을 꺼려하는 경우도 있습니다.	
ITEM_20150317_000591	청새치봉	
ITEM_20150317_000592	찰진 훈계를 실현합니다.	
ITEM_20150317_000593	우든 실드	
ITEM_20150317_000594	비록 나무재료지만 최소한의 요건을 갖춰 만들어진 장비를 의미합니다.	
ITEM_20150317_000595	우든 버클러	
ITEM_20150317_000596	버클러의 주위에 쇠를 덧대 방패를 강화한 것은 의외로 역사가 짧습니다. 사학자들은 건국전쟁 시기에 처음으로 이런 방패가 나타났다고 봅니다.	
ITEM_20150317_000597	우든 카이트 실드	
ITEM_20150317_000598	펠타스타 마스터는 위급 상황에서 급조했던 방패의 형태를 나중에 가다듬었으며, 여러 가지 새로운 쓰임새를 만들었습니다.	
ITEM_20150317_000599	카이트 실드	
ITEM_20150317_000600	기병대에서 채택하기 시작한 금속재질의 카이트실드는 무게보다는 견고함을 추구하는 전사들에 의해 더욱 발전되었습니다.	
ITEM_20150317_000601	라운드 실드	
ITEM_20150317_000602	전투기술의 발전에 따라 방패의 무게는 점점 부차적인 고려사항이 되어갔습니다. 그런 시류에 영향을 받아 이런 유형의 방패가 등장합니다.	
ITEM_20150317_000603	스틸 카이트 실드	
ITEM_20150317_000604	이전에 없던 강한 몬스터의 출현으로 더 강한 소재로 제조된 카이트 실드의 필요성이 커져 이러한 장비가 출현하였습니다.	
ITEM_20150317_000605	스틸 버클러	
ITEM_20150317_000606	가벼운 무게, 그로 인한 다양한 활용성, 그리고 소재의 견고함으로 많은 사람들이 선택하는 장비입니다.	
ITEM_20150317_000607	머시너리 실드	
ITEM_20150317_000608	강한 타격에 높은 방어력을 보여주기 때문에 의외로 귀족이나 기병들도 많이 사용합니다.	
ITEM_20150317_000609	조악한 우든 버클러	
ITEM_20150317_000610	적은 재료로 방패의 효과를 보려 만든 소형 방패입니다. 없는 것보단 낫습니다.	
ITEM_20150317_000611	조악한 우든 카이트 실드	
ITEM_20150317_000612	이런 유형의 방패를 최초로 고안한 사람은 초대 펠타스타 마스터라는 전설이 내려옵니다.	
ITEM_20150317_000613	던켈 우든 실드	
ITEM_20150317_000614	던켈 우든 버클러	
ITEM_20150317_000615	스캘럽 실드	
ITEM_20150317_000616	펠타 실드	
ITEM_20150317_000617	페디미안 실드	
ITEM_20150317_000618	칼칸	
ITEM_20150317_000619	캘버리 실드	
ITEM_20150317_000620	나이트 실드	
ITEM_20150317_000621	타워 실드	
ITEM_20150317_000622	블랙 우든 실드	
ITEM_20150317_000623	마법을 통해 방패 착용자의 저항력을 높여주려는 다양한 시도 가운데 가장 처음 성공하여 제작법이 알려진 방패입니다.	
ITEM_20150317_000624	오크 실드	
ITEM_20150317_000625	이 방패는 나무가 지닌 마법적 속성을 끌어내어 제작한다고 합니다. 	
ITEM_20150317_000626	새비지 실드	
ITEM_20150317_000627	가비야 여신의 축복보다는 연금술적인 제조로 마법력을 부여한다고 합니다.	
ITEM_20150317_000628	잘리아 카이트 실드	
ITEM_20150317_000629	과거 내전기에는 이 정도의 방패를 만들기 위해 엄청난 재료가 들어갔다고 합니다. 지금은 그에 비하면 제조가 쉬워진 편입니다.	
