SKILL_20180327_000001	Attack	공격	
SKILL_20180327_000275	Shoot Lightning to enemy	적에게 뇌 탄을 발사합니다	
SKILL_20180327_000276	Chill	냉기 탄	
SKILL_20180327_000277	Shoot Chill to enemy	적에게 냉기 탄을 발사합니다	
SKILL_20180327_000278	Creepy Klaipeda Basic Attack	아가리오 기본 공격	
SKILL_20180327_000279	Candy Dash	캔디 대쉬	
SKILL_20180327_000280	Creepy Klaipeda Basic Attack2	아가리오 기본 공격2	
SKILL_20180327_000281	Creepy Klaipeda Basic Attack3	아가리오 기본 공격3	
SKILL_20180327_000282	Creepy Klaipeda Basic Attack4	아가리오 기본 공격4	
SKILL_20180327_000283	Magical Snowman Wand	눈사람 장난감	
SKILL_20180327_000284	Christmas Handbell	크리스마스 종 장난감	
SKILL_20180327_000285	Thrust	쓰러스트	
SKILL_20180327_000286	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Push the point of your weapon into enemies, performing a strong piercing attack.	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}적을 무기 끝으로 강하게 찔러 뒤로 밀쳐냅니다.	
SKILL_20180327_000287	Attack: #{SkillFactor}#%{nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#%{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000288	Bash	배쉬	
SKILL_20180327_000289	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Inflict damage on an enemy with a powerful attack.	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}강한 공격으로 적에게 피해를 줍니다.	
SKILL_20180327_000290	Concentrate	콘센트레이트	
SKILL_20180327_000291	Increases your attack damage.	자신의 공격 위력을 증가시킵니다.	
SKILL_20180327_000292	Additional Damage: +#{CaptionRatio2}#{nl}Number of Hits: #{CaptionRatio}#{nl}Duração: #{CaptionTime}# segundos	추가대미지 +#{CaptionRatio2}#{nl}공격 횟수 #{CaptionRatio}#회{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_000293	Pain Barrier	페인 배리어	
SKILL_20180327_000294	Garante imunidade temporária, evitando que seja empurrado, derrubado ou desconcentrado. Também aumenta a chance de resistir efeitos negativos.	일시적으로 피해를 입어도 몸이 경직되지 않으며, 밀려나거나 넘어지지도 않습니다. 또한 상태 이상에 대한 효과 저항 확률도 증가합니다.	
SKILL_20180327_000295	Duração: #{CaptionTime}# segundos	지속시간 #{CaptionTime}#초	
SKILL_20180327_000296	Restrain	리스트레인	
SKILL_20180327_000297	Lowers your maximum HP, but your attacks have a high chance of stunning enemies.	자신의 최대 HP를 낮추지만 공격한 적이 기절 상태가 될 확률이 생깁니다.	
SKILL_20180327_000298	Chance of Stunning Enemy: #{CaptionRatio}#%{nl}Maximum HP: -#{CaptionRatio2}# {nl}Duração: #{CaptionTime}# segundos	적 기절 확률 #{CaptionRatio}#%{nl}최대 체력 #{CaptionRatio2}# 감소{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_000299	Pommel Beat	포멀비트	
SKILL_20180327_000300	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Strike enemies with the hilt of your sword.{nl}Inflicts additional damage on stunned monsters, and partially ignores the defense of small and medium sized enemies.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}칼의 손잡이로 적을 때립니다.{nl}기절 상태의 적에게는 추가 대미지를 주고, 소형, 중형 몬스터에게 방어력의 일부를 무시합니다.	
SKILL_20180327_000301	Attack: #{SkillFactor}#%{nl}Ignores Small, Medium Target Defense: #{CaptionRatio}#%{nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#%{nl}소, 중형 대상 방어력 무시 #{CaptionRatio}#%{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000302	Double Slash	더블슬래쉬	
SKILL_20180327_000303	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Perform a side slash on enemies.{nl}Enemies afflicted with [Bleeding] take additional damage.	{#DD5500}{ol}[물리] - [베기]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}적을 좌우로 베어 버립니다.{nl}출혈 상태의 적을 공격하면 추가대미지를 줍니다.	
SKILL_20180327_000304	Attack: #{SkillFactor}#% x 2{nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#% x 2회{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000305	Umbo Blow	엄보블로	
SKILL_20180327_000306	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use the bump of your shield to attack enemies. Deals additional damage to enemies staggered by a block. If the attack is accurate, 30% of your shield's physical defense is added as extra physical attack and provocation applies 50 times higher.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}방패의 돌기를 이용해 적을 공격합니다. 블록 경직중의 적에게는 추가 대미지를 줍니다. 공격이 적중하면 물리 공격력에 방패의 물리 방어력 30% 추가 적용되고 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000307	Rim Blow	림블로	
SKILL_20180327_000308	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use the edge of your shield to attack enemies. Inflicts additional damage on both petrified and frozen enemies. If the attack is accurate, 30% of your shield's physical defense is added as extra physical attack and provocation applies 50 times higher.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}방패의 테두리를 이용해 적을 공격합니다. 피격된 적은 넉백 되고 석화, 결빙상태의 적을 공격하면 추가 대미지를 줍니다. 공격이 적중하면 물리 공격력에 방패의 물리 방어력 30% 추가 적용되고 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000309	Swash Buckling	스워시 버클링	
SKILL_20180327_000310	Hit your shield to provoke nearby enemies making them pursue you. Provoked enemies' movement speed increases, and become immune to provoking skill for 30 seconds.	방패를 두드려 주변의 적을 도발하여 자신을 쫓게 합니다. 도발에 걸린 몬스터는 이동속도가 빨라지며 30초간 도발 스킬에 면역상태가 됩니다.	
SKILL_20180327_000311	Targets #{CaptionRatio}#{nl}Provoke duration  #{CaptionTime}# seg{nl}Increases max. no. of targets by #{CaptionRatio3}# for #{CaptionRatio2}# seg	적용 대상 수 #{CaptionRatio}#{nl}도발 지속시간  #{CaptionTime}#초{nl}#{CaptionRatio2}#초간 최대 도발 대상 수 #{CaptionRatio3}# 증가	
SKILL_20180327_000312	Increases your defense while decreasing your attack. Cannot be used with Gung Ho.	자신의 공격력을 감소시키는 대신 방어력을 증가시킵니다. 스킬 겅호와 함께 사용할 수 없습니다.	
SKILL_20180327_000313	Physical Defense: +#{CaptionRatio}#%{nl}Physical Attack: -#{CaptionRatio2}#%{nl}Duração: #{CaptionTime}# segundos	물리 방어력 #{CaptionRatio}#% 증가{nl}물리 공격력 #{CaptionRatio2}#% 감소{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_000314	Shield Lob	실드랍	
SKILL_20180327_000315	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Attack an enemy by throwing your shield. Your shield drops on the targeted area, and your physical defense decreases based on the value of the equipment. The shield may be picked up immediately, or it will automatically return to your inventory after a certain amount of time. The decreased physical defense will return back to normal once your shield is back in your inventory. If the attack is accurate, 30% of your shield's physical defense is added as extra physical attack and provocation applies 50 times higher.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}방패를 던져 적을 공격합니다. 던진 방패는 지정 위치에 떨어지고, 자신의 물리 방어력이 장비의 수치만큼 감소됩니다. 방패는 가서 줍거나 일정 시간 이후 자동으로 습득되며, 이 때는 감소된 물리 방어력이 원래대로 돌아옵니다. 공격이 적중하면 물리 공격력에 방패의 물리 방어력 30% 추가 적용되고 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000316	High Guard	하이가드	
SKILL_20180327_000317	Switch into an active defense stance using your shield. Increases your block while attack and Taxa de Crítico decreases.	방패를 앞세우는 적극적인 방어 스탠스로 전환합니다. 블록이 증가하지만 공격력과 치명타 발생이 감소합니다.	
SKILL_20180327_000318	Block: +#{CaptionRatio}#{nl}Attack: -#{CaptionTime}#%{nl}Taxa de Crítico: -#{CaptionRatio2}#{nl}Duração: 30 seconds	블럭 #{CaptionRatio}# 증가{nl}공격력 #{CaptionTime}#% 감소{nl}치명타 발생 #{CaptionRatio2}# 감소{nl}지속시간 30초	
SKILL_20180327_000319	Butterfly	버터플라이	
SKILL_20180327_000320	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use your shield and sword to attack multiple times. When the attack is accurate, adds 100% of shield's physical defense to your physical attack and applies x50 provocation.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}방패와 검을 이용해 적을 연속으로 공격합니다. 공격이 적중하면 물리 공격력에 방패의 물리 방어력 100% 추가 적용되고 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000321	Attack: #{SkillFactor}#% x 3{nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#% x 3회{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000322	Umbo Thrust	엄보 쓰러스트	
SKILL_20180327_000323	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Heavily strike enemies using the spikes on your shield. Enemies struck by the skill may temporarily lose the effects from their armors. When the attack is accurate, adds 30% of shield's physical defense to your physical attack and applies x50 provocation.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}양손으로 잡은 방패의 돌기로 적을 강하게 가격해 공격합니다. 적은 일시적으로 방어구들의 효과를 잃어버릴 수 있습니다. 공격이 적중하면 물리 공격력에 방패의 물리 방어력 30% 추가 적용되고 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000324	Langort	랑고르트	
SKILL_20180327_000325	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Block and strike simultaneously by using both a sword and a shield. When the attack is accurate, applies x50 provocation.	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}방패와 검을 동시에 찔러 적의 공격을 방어함과 동시에 공격합니다. 공격이 적중하면 도발 수치가 50배 적용됩니다.	
SKILL_20180327_000326	Attack #{SkillFactor}#% x 4	공격력 #{SkillFactor}#% x 4회	
SKILL_20180327_000327	Wagon Wheel	수레바퀴	
SKILL_20180327_000328	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Perform an upward swing with your weapon, launching an enemy.	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}무기로 적을 힘껏 올려쳐 날려버립니다.	
SKILL_20180327_000329	Cartar Stroke	카타스트로크	
SKILL_20180327_000330	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather up power and use your weapon to attack targets by smashing it to the ground.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}힘을 모아 무기로 지면을 내려쳐 적을 공격합니다. 넉다운 된 적에게 주는 대미지가 2배 증가합니다.	
SKILL_20180327_000331	Attack: #{SkillFactor}#% x 4{nl}Casting Time: #{CaptionRatio2}# segundos{nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#% x 4회{nl}캐스팅 시간 #{CaptionRatio2}#초{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000332	Crown	크라운	
SKILL_20180327_000333	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Smack your weapon down on an enemy's head. Temporarily decreases the target's INT and SPR.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}적의 머리 부분을 강하게 내려쳐 공격합니다. 일시적으로 적의 지능과 정신력을 감소시킵니다.	
SKILL_20180327_000334	Attack: #{SkillFactor}#%{nl}{#339999}{ol}[Shock]{/}{/} Duração: #{CaptionTime}# segundos {nl}Taxa de Ataque em Área: #{SkillSR}#	공격력 #{SkillFactor}#%{nl}{#339999}{ol}[충격]{/}{/} 지속시간 #{CaptionTime}#초{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000335	Cross Guard	크로스 가드	
SKILL_20180327_000336	Take a defensive stance, using your weapon to block. Blocked enemies become vulnerable to [Pierce]-type attacks.	무기를 이용하여 방어 자세를 취합니다. 방어 당한 직후의 적은 찌르기 공격에 취약한 상태가 됩니다.	
SKILL_20180327_000337	Block: +#{CaptionRatio2}#	블럭 #{CaptionRatio2}# 증가	
SKILL_20180327_000338	Moulinet	뮬리넷	
SKILL_20180327_000339	{#DD5500}{ol}[Physical] - [Slash]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Inflict damage on enemies by swinging your sword around to create continuous attacks. Deals Double Damage to enemies under Crown effects.	{#DD5500}{ol}[물리] - [베기]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}검을 원형의 궤적으로 휘둘러 전방의 적에게 연속 공격을 가합니다. 크라운 효과에 걸린 적에게 주는 대미지가 2배 증가합니다.	
SKILL_20180327_000340	Attack #{SkillFactor}#% x 5{nl}Taxa de Ataque em Área #{SkillSR}#	공격력 #{SkillFactor}#% x 5회{nl}광역 공격 비율 #{SkillSR}#	
SKILL_20180327_000341	Skull Swing	스컬 스윙	
SKILL_20180327_000342	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Strike and push an enemy sidewards using the side of your sword. The enemy becomes afflicted with [Armor Break].	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}적을 칼의 넓은 옆면으로 후려쳐 옆으로 밀쳐냅니다. 적은 방어구 파괴 상태가 됩니다.	
SKILL_20180327_000343	Skyliner	스카이라이너	
SKILL_20180327_000344	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Slash the enemy sideways.{nl}Inflicts additional damage on enemies affected by [Bleeding].	{#DD5500}{ol}[물리] - [베기]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}적을 좌우로 크게 베어 공격합니다.{nl}출혈 상태의 적에게 추가대미지를 줍니다.	
SKILL_20180327_000345	Crosscut	크로스컷	
SKILL_20180327_000346	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Charge towards an enemy and cut a cross on their body, afflicting [Bleeding].	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}적 방향으로 전진하면서 적의 중심을 십자 형태로 베어 출혈 상태를 일으킵니다.	
SKILL_20180327_000347	Vertical Slash	버티컬 슬래쉬	
SKILL_20180327_000348	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Attack with a descending vertical slash. Deals additional damage on medium and large-type enemies according to how much their defense has been decreased by [Skull Swing]. An additional bonus damage will be applied depending on the amount of harmful effect that have been applied to the enemy.	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}치켜든 검을 몸의 중심 방향을 따라 수직으로 내리꽂는 공격을 합니다. 스컬 스윙으로 방어력이 감소된 중형, 대형 적에게는 깎인 방어력 수치에 비례하여 추가 대미지를 줍니다. 적에게 적용된 해로운 효과의 개수에 따라 추가대미지 보너스가 적용됩니다.	
SKILL_20180327_000349	Stabbing	스태빙	
SKILL_20180327_000350	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Repeatedly stab enemies with your spear. Repeated stabs inflicts more damage to enemies.	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}창으로 적을 연속으로 찔러 피해를 줍니다. 연속으로 찌를수록 적에게 주는 대미지가 증가합니다.	
SKILL_20180327_000351	Attack: #{SkillFactor}#% x 15{nl}Taxa de Ataque em Área: #{SkillSR}#{nl} Dano aumenta até 100%	공격력 #{SkillFactor}#% x 15회{nl}광역 공격 비율 #{SkillSR}#{nl}대미지 최대 100% 증가	
SKILL_20180327_000352	Pierce	피어스	
SKILL_20180327_000353	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Attack by piercing enemies with your spear. The larger an enemy is, the more consecutive hits you deal.	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}창으로 적을 강하게 찔러 피해를 줍니다. 적의 크기가 클수록 연타 보너스가 적용 됩니다.	
SKILL_20180327_000354	Attack: #{SkillFactor}#%{nl}Medium Target 2 Hits{nl}Large Target 3 Hits	공격력 #{SkillFactor}#%{nl}중형 대상 2연타{nl}대형 대상 3연타	
SKILL_20180327_000355	Finestra	피네스트라	
SKILL_20180327_000356	Switch into the Window stance to attack. Increases your Taxa de Crítico and block, while decreasing evasion.	적극적으로 공격하는 창문자세 스탠스로 전환합니다. 치명타 발생, 블록이 증가하지만 회피가 감소합니다.	
SKILL_20180327_000357	Critical Chance: +#{CaptionRatio}# Increase{nl}Block #{CaptionRatio3}# Increase{nl}Evasion: -#{CaptionRatio2}#{nl}Duração: #{CaptionTime}# segundos	치명타 발생 #{CaptionRatio}# 증가{nl}블록 #{CaptionRatio3}# 증가{nl}회피 #{CaptionRatio2}# 감소{nl} 지속시간 #{CaptionTime}#초	
SKILL_20180327_000358	Synchro Thrusting	양손찌르기	
