ITEM_20180327_000001	无 helmet	없음_helmet	
ITEM_20180327_000250	标准剑	기준검	
ITEM_20180327_000251	(旧)複制品米坎堤之剑	(구)레플리카 미간티스 소드	
ITEM_20180327_000252	模仿米坎堤的精巧仿制品装备。	미간티스 장비를 따라 한 모작 장비입니다.	
ITEM_20180327_000253	(旧)複制品芙迪迈丝之剑	(구)레플리카 페버디마스 소드	
ITEM_20180327_000254	模仿芙迪迈丝的精巧仿制品装备。	페버디마스 장비를 따라 한 모작 장비입니다.	
ITEM_20180327_000255	潘图剑	판토 소드	
ITEM_20180327_000256	潘图们所使用的剑，但是如果亲自制作，可以制作出更好的潘图剑。	판토들이 사용하지만 직접 제작하면 더 나은 판토 소드를 만들 수 있습니다.	
ITEM_20180327_000257	佛罗纳斯军刀	플로나스 사브르	
ITEM_20180327_000258	有些人说此箭流露出植物对动物带有的感情。	어떤 사람들은 이 검에 식물이 동물에게 품은 감정이 서려있다고 합니다.	
ITEM_20180327_000259	金光偃月刀	골든 폴쳔	
ITEM_20180327_000260	可能因为金光象徵幸运，所以金光偃月刀在战场上总是处于优势，对敌人造成严重伤害。	황금이 행운의 상징인 때문인지 골든 폴쳔은 전투에서 행운을 선사하곤 합니다. 물론 적에게는 심한 피해가 되겠지요.	
ITEM_20180327_000261	钢铁偃月刀	스틸 폴쳔	
ITEM_20180327_000262	如果是追求精緻剑法的剑士，那麽钢铁偃月刀会是个好选择。	검법의 정밀함을 추구하는 검사라면 스틸 폴쳔이 좋은 선택일 수 있습니다.	
ITEM_20180327_000263	银光偃月刀	실버 폴쳔	
ITEM_20180327_000264	轻巧但又意外地坚固，可以好好发挥充满剑士力量的攻击。	가벼우면서도 의외로 단단하여 검사의 용력을 담은 공격을 펼칠 수 있습니다.	
ITEM_20180327_000265	曼德拉菁英剑	만드라픽	
ITEM_20180327_000266	听说此剑充满曼德拉古拉的力量，有提神醒脑之效。	마드라고라의 힘이 깃들어 착용자의 정신을 맑게 한다고 합니다.	
ITEM_20180327_000267	法师刀锋剑	위저드 블레이드	
ITEM_20180327_000268	如果魔法师使用剑，不要觉得好笑，特别是这把法师刀锋剑。	마법사가 검을 사용한다고 우습게 보면 안 됩니다. 특히 그 검이 위저드 블레이드라면 더욱 그렇습니다.	
ITEM_20180327_000269	凯米尼斯剑	케미니스 소드	
ITEM_20180327_000270	古老的温特史普恩家门中的鍊金术士主张说他可以制造出比铁匠更好的剑，这是用他交出来的制作法为基础所制作的剑。	오래전 윈터스푼 가문의 알케미스트가 대장장이보다 나은 검을 만들 수 있다고 주장하고 내놓은 제조법에 기반한 검입니다.	
ITEM_20180327_000271	奥兹塔斯剑	아우스타스	
ITEM_20180327_000272	昂贵的武器，但是商人希望你常来买，而不是长久使用。	비싼 가치를 하는 무기입니다. 다만 상인들은 당신이 이것을 오래 쓰기보다는 자주 사러 오기를 바랍니다.	
ITEM_20180327_000273	米斯卡斯军刀	미스카스 사브르	
ITEM_20180327_000274	可以让你的剑法更俐落的武器。	당신의 검법을 더 날렵하게 만드는 무기입니다.	
ITEM_20180327_000275	印帕勒尼剑	임페르니 소드	
ITEM_20180327_000276	 - 修理费用 {img green_up_arrow 16 16}100%增加	 - 수리 비용 {img green_up_arrow 16 16}100% 증가	
ITEM_20180327_000277	就连刀剑名家们还是常常提到第一次摆脱新手气息时，拿著这把剑的激动心情。	검의 대가들도 초보티를 벗고 처음 이 검을 잡았을 때의 감격을 이야기하곤 합니다. 	
ITEM_20180327_000278	葛瑞达斯剑	그리타스	
ITEM_20180327_000279	优秀的冒险们用过的剑，相反地这把剑常在很强的怪物身体裡被发现。持有这把剑的人，不知不觉中会继承前主人的复仇意志。	뛰어난 모험가들이 사용하던 검입니다. 역설적인 이유로 강한 몬스터들의 몸에 있는 경우가 많습니다. 이 검을 얻는 사람은 자기도 모르게 전주인의 복수를 하는 셈입니다.  	
ITEM_20180327_000280	骑兵剑	스파타	
ITEM_20180327_000281	剑刃的长度变长，弥补了短剑本身的缺点。 	검날의 길이를 늘려 글라디우스의 부족한 점을 보완한 검입니다. 	
ITEM_20180327_000282	阿拉斯的偃月刀	아라스의 폴쳔	
ITEM_20180327_000283	提供让你体验偃月刀性能的机会。	폴쳔의 성능을 체험할 기회를 드립니다.	
ITEM_20180327_000284	史密斯剑	스미스 소드	
ITEM_20180327_000285	 - 攻击时有 2% 的机率追加 600% 的伤害	 - 공격 시 2% 확률로 600% 추가 대미지	
ITEM_20180327_000286	偶尔也会展现铁匠的雄浑的奇想。	가끔 대장장이의 웅혼한 기상을 보여주기도 합니다.	
ITEM_20180327_000287	葛拉比斯剑	클라비스 소드	
ITEM_20180327_000288	此剑的贩卖靠的是销售技巧而不是性能。	이 검의 판매는 성능보다는 왕왕 판매술에 의해 이루어집니다.	
ITEM_20180327_000289	迪奥剑	디오 소드	
ITEM_20180327_000290	就性能来看，这把剑是畅销商品。	성능에 비해서는 잘 팔리는 편입니다.	
ITEM_20180327_000291	特雷希剑	트레시 소드	
ITEM_20180327_000292	有时也可能是家门传下来的。在军中服务时自费买下的装备，在退伍后带回家中后代代相传。这也是三个女神的慈悲造就的吗？	가끔 대대로 가문에 전해지는 경우가 있습니다. 군에서 복무하던 당시 자비로 구입한 장비를 퇴역후 집으로 가져온 사람의 물건이 각 집안에 전해지는 경우입니다. 이것도 세 여신의 자비로써 이어진 것일까요?	
ITEM_20180327_000293	塞兹塔斯剑	세스타스 소드	
ITEM_20180327_000294	在对付魔界的小怪物时有优点。	마계의 작은 괴물들을 상대하는데 장점이 있습니다.	
ITEM_20180327_000295	德拉特剑	드라트 소드	
ITEM_20180327_000296	也有一些武器在经历神树之日后得到了好的魔法性质，此剑就是一个例子。	몇몇 무기는 신수의 날을 거치면서 좋은 마법적 성질을 지니게 된 경우도 있습니다. 이 검이 그런 사례에 속합니다.	
ITEM_20180327_000297	亚斯顿剑	아스턴 소드	
ITEM_20180327_000298	虽然比起强度高的物质，他的威力平凡，但在硬度高的物质中，看得出来他威力惊人。因为在露克立斯事件后社会动盪的背景下制成，反应著地区的特色。	강도가 높은 물질을 상대로는 평범한 위력을 지니지만 경도가 높은 물질에는 강한 위력을 보입니다. 루클리스 사건 이후 태동한 사회적 흐름속에서 제조된 지역의 특색이 반영된 까닭입니다.	
ITEM_20180327_000299	泰内剑	테넷 소드	
ITEM_20180327_000300	从初代圣殿十字军时代开始直到现在，许多人尽心尽心守护著泰内圣堂。这长久岁月的经验累积，现在制作了具有适当威力和操作容易的道具。	초대 팔라딘 때부터 지금까지 많은 사람들이 테넷 성당의 수호에 힘썼습니다. 그 오랜 세월 축적된 경험이 현재의 적절한 위력과 다루기 쉬운 편의성을 함께 지니도록 만들었습니다.	
ITEM_20180327_000301	帕特里斯剑	파트리스 소드	
ITEM_20180327_000302	神树之日以后，试图利用植物来牵制另一种植物，虽然大部份都失败了，但是发现如果使用某种蕨叶，可以夺取植物型怪物的力气，而将之套用在武器上。	신수의 날 이후 식물을 사용해 다른 식물을 견제하려는 시도가 대부분 실패했지만, 어떤 고사리를 이용하면 식물형 몬스터의 기운을 뺏을 수 있다는 점이 알려지고 무기에 적용되었습니다. 	
ITEM_20180327_000303	鲁卡斯剑	루카스 소드	
ITEM_20180327_000304	在鲁卡斯地区的特别环境之下，发展了对抗野兽型怪物的装备。如鲁卡斯地区那般，在神树之日以后只有极少数的地方草木没有受到灾害级的成长伤害，因为这样的稀有性而成为制作此装备的基础。	루카스 지역의 특이한 환경 아래 야수형 몬스터에 대항하는 장비가 발전하게 되었습니다. 루카스 지역처럼 신수의 날 이후 초목이 재해급의 성장까지 닿지 않은 지역은 드물고, 그러한 희귀성이 이 장비가 제조되는 바탕이 되었습니다.	
ITEM_20180327_000305	皮里斯剑	필리스 소드	
ITEM_20180327_000306	王国的城牆很少用木材或是泥土来建造的，因此在城池很多的地区，用来建造城池的石材或是矿物变异成为怪物一事就令人很讨厌，所以在发生这种事的时候，最需要的就是拥有具有高效率的武器。	왕국의 성곽은 목재나 흙으로 축조된 것이 드뭅니다. 그러므로 성이 많은 지역에서는 성을 구성하는 석재나 광물이 몬스터로 변이하는 일이 가장 성가신 일이며, 따라서 그런 일이 벌어졌을 때 가장 효용성이 높은 무기가 필요합니다.	
ITEM_20180327_000307	艾沙奇乌剑	에산치우 소드	
ITEM_20180327_000308	亚佳伊拉弗罗里在完成碑完之后，为了纪念下定决心留下一种秘法。而这个秘法几乎被世人遗忘了，在她死后数百年都没有被使用的制作法重新受到瞩目是在神树之日以后，现在则是加调了那时弗罗里秘法裡所有的对昆虫很有威力的优点。	아가일라 플러리는 비문을 완성한 후 기념으로 한 가지 비법을 남기기로 마음 먹었습니다. 거의 잊혀지듯 그녀의 사후 수백년간 사용되지 않았던 제조법이 재조명된 것은 신수의 날 이후 입니다. 그 때에 이르러 플러리의 방법이 곤충들에게 좋은 위력을 지녔다는 점이 부각되었습니다.	
ITEM_20180327_000309	克雷格剑	크래그 소드	
ITEM_20180327_000310	发明此武器制作法的独创者或是起源并没有很确实地流传下来，有人认为此武器是没有名气的实力者所制作的，但是大部份的专家还是坚持这是名人制作的，只是因为某种因素独创者的名字被隐藏起来了。	이 무기의 제조법의 창안자나 기원은 확실히 전하는 바가 없습니다. 과거의 이름 없는 실력자가 만들었다는 견해도 있지만, 대부분의 전문가들은 이것이 유명한 사람에 의해 만들어졌으나 어떤 사정으로 창안자의 이름이 숨겨졌다고 생각합니다.	
ITEM_20180327_000311	朝圣者剑	필그림 소드	
ITEM_20180327_000312	并不是只有圣职者才可以走朝圣者之路，不管是魔法师还是弓箭手，不论你是什麽职业只要你对女神有仰慕之心，当你站在朝圣者之路时，你就是圣职者。即使如此如果你本来手上熟悉的武器对魔族有威胁性的话，那就更好不过了。	반드시 성직자만이 순례의 길에 나서지는 않습니다. 마법사이든 궁수든 혹은 어떤 직업의 사람이든 여신을 앙모하는 마음이 있다면 순례의 길에 서있는 동안은 성직자인 것입니다. 물론 그렇다고 하여도 본래 손에 익은 무기가 마족들에게 위협적이기까지 하다면 더 좋은 일입니다.	
ITEM_20180327_000313	伊斯托拉剑	이스토라 소드	
ITEM_20180327_000314	伊斯托拉地区从历史的某个时期开始，被塑造成为学者们的隐退地。此时期各种学问的交流限定在那个地区，实现了好几个新发现和发明。伊斯托拉剑就是这种成就的成果之一。	이스토라 지역은 역사의 어느 시기에서 학자들의 은퇴지로 부각되었습니다. 이 시기에 다양한 학문의 교류가 그 지역에 한정적으로 일어나면서 몇 가지 새로운 발견과 발명이 나타나는 성취가 있었습니다. 이스토라 소드는 그러한 성취의 결과물 가운데 하나입니다.	
ITEM_20180327_000315	亚蒂赛伊夫剑	아티 사이프	
ITEM_20180327_000316	比尼阔刃弯刀	비니 바들레르	
ITEM_20180327_000317	虽然是单手很难掌握的武器，但一想到暴击攻击成功时，心情就会轻鬆许多。	한 손으로 다루기 어려운 무기지만, 치명타 공격에 성공할 때를 생각하면 가벼운 마음이 듭니다.	
ITEM_20180327_000318	魔气克里希马德礼剑	마기 콜리슈마르드	
ITEM_20180327_000319	保护手的部分很坚固。	손을 보호하는 호수구 부분이 단단합니다. 	
ITEM_20180327_000320	露玛斯剑	루마스 소드	
ITEM_20180327_000321	就算不每次上毒，维持武器毒性的方法也有好几种，但是什麽也比不上魔法赋予的效率。	무기에 매번 독을 바르지 않아도 독성을 유지하게 하는 방법은 실제로는 꽤 여럿 있습니다. 다만 무엇도 마법부여만큼 효율적이지 않습니다.	
ITEM_20180327_000322	亚蒂菲兰奇剑	아티 피란기	
ITEM_20180327_000323	握柄的圆形尾端扮演增加重量的角色，有它剑的重量得以均衡，比较起来可以挥舞更久。	손잡이 뒤쪽의 둥그런 폼멜이 묵직한 무게추  역할을 합니다. 덕분에 검의 무게 균형이 잘 잡혀있어 비교적 오래 휘두를 수 있습니다.	
ITEM_20180327_000324	比尼射击卡特短剑	비니 쏜 커터	
ITEM_20180327_000325	很弯曲像新月的剑刃，在斩击上很有威力。适合骑兵战斗及必须刎颈才能有效率地扫荡的怪物。	크게 구부러진 초승달 검날이 베기에 위력적입니다. 기병의 전투와 목을 베어야 효율적으로 퇴치 가능한 몬스터에 적합합니다.	
ITEM_20180327_000326	杜罗黛米温剑	듀로 데미온소드	
ITEM_20180327_000327	很弯曲像新月的剑刃，在斩击上很有威力。 世上还是有很多大到需要这种弯度的怪物。	크게 구부러진 초승달 검날이 베기에 위력적입니다. 세상에는 이 정도의 만곡선에 잘 들어맞는 크기를 지닌 몬스터도 많기 때문입니다.	
ITEM_20180327_000328	比尼柯培伦之剑	비니 코페론 소드	
ITEM_20180327_000329	设计此剑的人，比起性能大概更在乎外型吧。	이 검을 고안한 사람은 성능보다는 모양에 더 많은 신경을 쓴 듯합니다.	
ITEM_20180327_000330	优黛雷单刃刀	퓨테레 시미터	
ITEM_20180327_000331	弯曲像新月的剑刃，在斩击上很有威力，而且制造原料也很坚固。	구부러진 검날이 베기에 위력적입니다. 또한 소재가 단단하다고 합니다.	
ITEM_20180327_000332	魔气弯刀	마기 샴시르	
ITEM_20180327_000333	很弯曲像新月的剑刃，在斩击上很有威力。听说在王国之外的部族社会有使用双手剑的地方。	크게 구부러진 초승달 검날이 베기에 위력적입니다. 왕국밖의 부족사회에서는 쌍수검으로 사용하는 곳도 있다고 합니다.	
ITEM_20180327_000334	支援用阔刃弯刀	지원용 바들레르	
ITEM_20180327_000335	泰芙林剑	테브린 소드	
ITEM_20180327_000336	很久以前，连女神与魔族都无法使用的武器被制作出来，并取名泰芙林。到底为何硬要打造没有人能使用的武器到现在还不得而知，但是随著制作技术发展，听说有人正暗中制作新的泰芙林装备。	오래 전 여신도 마족도 사용할 수 없는 무기가 제조되었으며, 테브린이라는 이름이 붙었습니다. 여신들께서 당신들도 사용할 수 없는 무기를 굳이 제작한 사연은 지금까지 알려지지 않았습니다. 다만 제조 기술의 발전에 따라 새로운 테브린 장비를 비밀스럽게 만드는 사람이 있다고 합니다.	
