ITEM_20180327_000001	Empty_helmet	없음_helmet	
ITEM_20180327_000261	Steel Falchion	스틸 폴쳔	
ITEM_20180327_000262	The Steel Falchion is a good choice for those pursuing precision in their swordsmanship.	검법의 정밀함을 추구하는 검사라면 스틸 폴쳔이 좋은 선택일 수 있습니다.	
ITEM_20180327_000263	Silver Falchion	실버 폴쳔	
ITEM_20180327_000264	Its light weight and sturdiness allows the swordsman to unleash his full potential during an attack.	가벼우면서도 의외로 단단하여 검사의 용력을 담은 공격을 펼칠 수 있습니다.	
ITEM_20180327_000265	Mandrapick	만드라픽	
ITEM_20180327_000266	This sword is said to clear its wielder's mind with its Mandragora essence.	마드라고라의 힘이 깃들어 착용자의 정신을 맑게 한다고 합니다.	
ITEM_20180327_000267	Wizard Blade	위저드 블레이드	
ITEM_20180327_000268	You should never ridicule a wizard for wielding a sword, especially if that sword is the Wizard Blade.	마법사가 검을 사용한다고 우습게 보면 안 됩니다. 특히 그 검이 위저드 블레이드라면 더욱 그렇습니다.	
ITEM_20180327_000269	Cheminis Sword	케미니스 소드	
ITEM_20180327_000270	This sword is made from a recipe developed by an alchemist from the Winterspoon family, who claimed that he could make a better sword than a blacksmith.	오래전 윈터스푼 가문의 알케미스트가 대장장이보다 나은 검을 만들 수 있다고 주장하고 내놓은 제조법에 기반한 검입니다.	
ITEM_20180327_000271	Austas	아우스타스	
ITEM_20180327_000272	This sword is worthy of its steep price. However, merchants would prefer that you return to buy other weapons than continue using it for a long time.	비싼 가치를 하는 무기입니다. 다만 상인들은 당신이 이것을 오래 쓰기보다는 자주 사러 오기를 바랍니다.	
ITEM_20180327_000273	Miskas Sabre	미스카스 사브르	
ITEM_20180327_000274	This weapon will make your swordsmanship swifter.	당신의 검법을 더 날렵하게 만드는 무기입니다.	
ITEM_20180327_000275	Imperni Sword	임페르니 소드	
ITEM_20180327_000276	 - Repair cost {img green_up_arrow 16 16}100%	 - 수리 비용 {img green_up_arrow 16 16}100% 증가	
ITEM_20180327_000277	Veterans will often recount the thrill they experienced when advancing from a novice and first holding this sword.	검의 대가들도 초보티를 벗고 처음 이 검을 잡았을 때의 감격을 이야기하곤 합니다. 	
ITEM_20180327_000278	Gritas	그리타스	
ITEM_20180327_000279	A sword used by valiant adventurers. Ironically, it is often found on strong monsters. A person who obtains this sword is unknowingly exacting revenge for its previous owner.	뛰어난 모험가들이 사용하던 검입니다. 역설적인 이유로 강한 몬스터들의 몸에 있는 경우가 많습니다. 이 검을 얻는 사람은 자기도 모르게 전주인의 복수를 하는 셈입니다.  	
ITEM_20180327_000280	Spatha	스파타	
ITEM_20180327_000281	The increased length of geomnal complements the deficiencies of the gladius sword	검날의 길이를 늘려 글라디우스의 부족한 점을 보완한 검입니다. 	
ITEM_20180327_000282	Aras' Falchion	아라스의 폴쳔	
ITEM_20180327_000283	This weapon gives you the opportunity to experience the capabilities of a Falchion.	폴쳔의 성능을 체험할 기회를 드립니다.	
ITEM_20180327_000284	Smith Sword	스미스 소드	
ITEM_20180327_000285	 - 2% chances of 600% additional damage when attacking	 - 공격 시 2% 확률로 600% 추가 대미지	
ITEM_20180327_000286	Sometimes it shows the solid spirit of the blacksmith.	가끔 대장장이의 웅혼한 기상을 보여주기도 합니다.	
ITEM_20180327_000287	Klavis Sword	클라비스 소드	
ITEM_20180327_000288	The sale of this sword is frequently undertaken by salesmanship rather than performance.	이 검의 판매는 성능보다는 왕왕 판매술에 의해 이루어집니다.	
ITEM_20180327_000289	Dio Sword	디오 소드	
ITEM_20180327_000290	Despite its quality, it sells relatively well.	성능에 비해서는 잘 팔리는 편입니다.	
ITEM_20180327_000291	Thresh Sword	트레시 소드	
ITEM_20180327_000292	Despite its quality, it sells relatively well.	가끔 대대로 가문에 전해지는 경우가 있습니다. 군에서 복무하던 당시 자비로 구입한 장비를 퇴역후 집으로 가져온 사람의 물건이 각 집안에 전해지는 경우입니다. 이것도 세 여신의 자비로써 이어진 것일까요?	
ITEM_20180327_000293	Sestas Sword	세스타스 소드	
ITEM_20180327_000294	Despite its quality, it sells relatively well.	마계의 작은 괴물들을 상대하는데 장점이 있습니다.	
ITEM_20180327_000295	Dratt Sword	드라트 소드	
ITEM_20180327_000296	Despite its quality, it sells relatively well.	몇몇 무기는 신수의 날을 거치면서 좋은 마법적 성질을 지니게 된 경우도 있습니다. 이 검이 그런 사례에 속합니다.	
ITEM_20180327_000297	Aston Sword	아스턴 소드	
ITEM_20180327_000298	Despite its quality, it sells relatively well.	강도가 높은 물질을 상대로는 평범한 위력을 지니지만 경도가 높은 물질에는 강한 위력을 보입니다. 루클리스 사건 이후 태동한 사회적 흐름속에서 제조된 지역의 특색이 반영된 까닭입니다.	
ITEM_20180327_000299	Tenet Sword	테넷 소드	
ITEM_20180327_000300	Ever since the very first Paladin did, many people throughout the ages have guarded the Tenet Church. All those years of accumulated experience have been drawn upon to create this combination of power and convenience.	초대 팔라딘 때부터 지금까지 많은 사람들이 테넷 성당의 수호에 힘썼습니다. 그 오랜 세월 축적된 경험이 현재의 적절한 위력과 다루기 쉬운 편의성을 함께 지니도록 만들었습니다.	
ITEM_20180327_000301	Patrice Sword	파트리스 소드	
ITEM_20180327_000302	Most attempts at keeping plants in check with other plants after Medzio Diena have failed, but after the ability to drain the energy of plant monsters of a certain fern was discovered, it has been applied to weapons.	신수의 날 이후 식물을 사용해 다른 식물을 견제하려는 시도가 대부분 실패했지만, 어떤 고사리를 이용하면 식물형 몬스터의 기운을 뺏을 수 있다는 점이 알려지고 무기에 적용되었습니다. 	
ITEM_20180327_000303	Lukas Sword	루카스 소드	
ITEM_20180327_000304	Equipment specialized against beast monsters have developed due to the environment of the Lucas Region. It is rare for a region to be as untouched by the Great Plant Cataclysm as Lucas, and this scarcity became the basis on which this equipment was produced.	루카스 지역의 특이한 환경 아래 야수형 몬스터에 대항하는 장비가 발전하게 되었습니다. 루카스 지역처럼 신수의 날 이후 초목이 재해급의 성장까지 닿지 않은 지역은 드물고, 그러한 희귀성이 이 장비가 제조되는 바탕이 되었습니다.	
ITEM_20180327_000305	Philis Sword	필리스 소드	
ITEM_20180327_000306	It is uncommon for Kingdom fortresses to be built with wood or dirt. As such, it is a nuisance in strongly fortified regions when the stones or minerals that form castles become monsters and thus require effective weaponry when such incidents occur.	왕국의 성곽은 목재나 흙으로 축조된 것이 드뭅니다. 그러므로 성이 많은 지역에서는 성을 구성하는 석재나 광물이 몬스터로 변이하는 일이 가장 성가신 일이며, 따라서 그런 일이 벌어졌을 때 가장 효용성이 높은 무기가 필요합니다.	
ITEM_20180327_000307	Escanciu Sword	에산치우 소드	
ITEM_20180327_000308	Agailla Flurry decided to leave one recipe in celebration of completing the epitaph. The recipe, which was all but forgotten for hundreds of years after her death, was only reevaluated after Medzio Diena. Only now the effectiveness of Flurry's recipe against insects is being highlighted.	아가일라 플러리는 비문을 완성한 후 기념으로 한 가지 비법을 남기기로 마음 먹었습니다. 거의 잊혀지듯 그녀의 사후 수백년간 사용되지 않았던 제조법이 재조명된 것은 신수의 날 이후 입니다. 그 때에 이르러 플러리의 방법이 곤충들에게 좋은 위력을 지녔다는 점이 부각되었습니다.	
ITEM_20180327_000309	Krag Sword	크래그 소드	
ITEM_20180327_000310	The exact origins and creator of this weapon recipe are unknown. Some speculate that it was created by a nameless master, but most experts think that it was created incognito by someone famous due to certain circumstances.	이 무기의 제조법의 창안자나 기원은 확실히 전하는 바가 없습니다. 과거의 이름 없는 실력자가 만들었다는 견해도 있지만, 대부분의 전문가들은 이것이 유명한 사람에 의해 만들어졌으나 어떤 사정으로 창안자의 이름이 숨겨졌다고 생각합니다.	
ITEM_20180327_000311	Pilgrim Sword	필그림 소드	
ITEM_20180327_000312	One does not have to be a priest to embark on a pilgrimage. As long as they look up to the goddess and are on pilgrimage, it matters not if they are mage, archer, or of other professions. Of course, it helps if the weapon they are used to is threatening to demons.	반드시 성직자만이 순례의 길에 나서지는 않습니다. 마법사이든 궁수든 혹은 어떤 직업의 사람이든 여신을 앙모하는 마음이 있다면 순례의 길에 서있는 동안은 성직자인 것입니다. 물론 그렇다고 하여도 본래 손에 익은 무기가 마족들에게 위협적이기까지 하다면 더 좋은 일입니다.	
ITEM_20180327_000313	Istora Sword	이스토라 소드	
ITEM_20180327_000314	In a certain period of history, the Istora region was famous as a retirement place for scholars. There was a temporary exchange of various academics in the region achieving new inventions and discoveries. The Istora Sword is one of those achievements.	이스토라 지역은 역사의 어느 시기에서 학자들의 은퇴지로 부각되었습니다. 이 시기에 다양한 학문의 교류가 그 지역에 한정적으로 일어나면서 몇 가지 새로운 발견과 발명이 나타나는 성취가 있었습니다. 이스토라 소드는 그러한 성취의 결과물 가운데 하나입니다.	
ITEM_20180327_000315	Artie Saif	아티 사이프	
ITEM_20180327_000316	Vienie Badelaire	비니 바들레르	
ITEM_20180327_000317	The blade's large crescent edge cuts with immense power.	한 손으로 다루기 어려운 무기지만, 치명타 공격에 성공할 때를 생각하면 가벼운 마음이 듭니다.	
ITEM_20180327_000318	Magi Colichemarde	마기 콜리슈마르드	
ITEM_20180327_000319	The blade's large crescent edge cuts with immense power.	손을 보호하는 호수구 부분이 단단합니다. 	
ITEM_20180327_000320	Lumas Sword	루마스 소드	
ITEM_20180327_000321	The blade's large crescent edge cuts with immense power.	무기에 매번 독을 바르지 않아도 독성을 유지하게 하는 방법은 실제로는 꽤 여럿 있습니다. 다만 무엇도 마법부여만큼 효율적이지 않습니다.	
ITEM_20180327_000322	Artie Farangi	아티 피란기	
ITEM_20180327_000323	The blade's large crescent edge cuts with immense power.	손잡이 뒤쪽의 둥그런 폼멜이 묵직한 무게추  역할을 합니다. 덕분에 검의 무게 균형이 잘 잡혀있어 비교적 오래 휘두를 수 있습니다.	
ITEM_20180327_000324	Vienie Thorn Cutter	비니 쏜 커터	
ITEM_20180327_000325	The blade's large crescent edge cuts with immense power.	크게 구부러진 초승달 검날이 베기에 위력적입니다. 기병의 전투와 목을 베어야 효율적으로 퇴치 가능한 몬스터에 적합합니다.	
ITEM_20180327_000326	Duro Demion Sword	듀로 데미온소드	
ITEM_20180327_000327	The blade's large crescent edge cuts with immense power.	크게 구부러진 초승달 검날이 베기에 위력적입니다. 세상에는 이 정도의 만곡선에 잘 들어맞는 크기를 지닌 몬스터도 많기 때문입니다.	
ITEM_20180327_000328	Vienie Koperon Sword	비니 코페론 소드	
ITEM_20180327_000329	The blade's large crescent edge cuts with immense power.	이 검을 고안한 사람은 성능보다는 모양에 더 많은 신경을 쓴 듯합니다.	
ITEM_20180327_000330	Futere Scimitar	퓨테레 시미터	
ITEM_20180327_000331	The blade's large crescent edge cuts with immense power.	구부러진 검날이 베기에 위력적입니다. 또한 소재가 단단하다고 합니다.	
ITEM_20180327_000332	Magi Shamshir	마기 샴시르	
ITEM_20180327_000333	The blade's large crescent edge cuts with immense power.	크게 구부러진 초승달 검날이 베기에 위력적입니다. 왕국밖의 부족사회에서는 쌍수검으로 사용하는 곳도 있다고 합니다.	
ITEM_20180327_000334	Supportive Badelaire	지원용 바들레르	
ITEM_20180327_000335	Tevhrin Sword	테브린 소드	
ITEM_20180327_000336	Long ago, a weapon that neither a goddess or a demon could use was crafted; it was called the Tevhrin. The reason why this weapon that the goddesses couldn't use was crafted remains a mystery until now. Recently, it has been said that there are people capable of crafting new types of Tevhrin equipment in secret.	오래 전 여신도 마족도 사용할 수 없는 무기가 제조되었으며, 테브린이라는 이름이 붙었습니다. 여신들께서 당신들도 사용할 수 없는 무기를 굳이 제작한 사연은 지금까지 알려지지 않았습니다. 다만 제조 기술의 발전에 따라 새로운 테브린 장비를 비밀스럽게 만드는 사람이 있다고 합니다.	
ITEM_20180327_000337	(Faded) Migantis Sword	(바랜)미간티스 소드	
ITEM_20180327_000338	There is a peculiar magic flowing through this sword, but no known way to awaken it; it is, for now, a dormant sword.	마력이 흐르는 검이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 검입니다.	
ITEM_20180327_000339	(Faded) Pevordimas Sword	(바랜)페버디마스 소드	
ITEM_20180327_000340	There is magic actively flowing through this sword.	마력이 흐르고 있는 검으로, 마력이 활성화된 상태입니다.	
ITEM_20180327_000341	Migantis Sword	미간티스 소드	
ITEM_20180327_000342	Pevordimas Sword	페버디마스 소드	
